1	3
2	3
3	2
4	3
5	3
6	2
7	2
8	5
9	5
10	2
11	2
12	2
13	4
14	3
15	4
16	2
17	5
18	2
19	2
20	2
21	4
22	2
23	3
24	2
25	3
26	2
27	4
28	2
29	4
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	3
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	3
50	1
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	3
60	4
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	3
70	2
71	2
72	1
73	2
74	2
75	2
76	4
77	4
78	4
79	1
80	5
81	5
82	5
83	5
84	1
85	1
86	5
87	1
88	1
89	1
90	3
91	5
92	5
93	5
94	5
95	4
96	4
97	1
98	4
99	4
100	4
101	5
102	2
103	5
104	4
105	5
106	5
107	5
108	3
109	5
110	4
111	4
112	5
113	5
114	5
115	5
116	5
117	4
118	5
119	1
120	1
121	4
122	4
123	1
124	1
125	4
126	4
127	2
128	1
129	1
130	4
131	2
132	4
133	4
134	5
135	4
136	5
137	4
138	4
139	4
140	5
141	2
142	4
143	1
144	4
145	1
146	5
147	5
148	2
149	2
150	4
151	3
152	1
153	4
154	4
155	3
156	3
157	4
158	1
159	4
160	4
161	5
162	4
163	3
164	1
165	3
166	5
167	3
168	3
169	5
170	3
171	1
172	3
173	1
174	1
175	4
176	3
177	4
178	3
179	4
180	4
181	4
182	5
183	1
184	4
185	3
186	3
187	3
188	1
189	1
190	1
191	4
192	5
193	4
194	2
195	5
196	1
197	4
198	2
199	5
200	5
201	3
202	3
203	3
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	4
214	4
215	4
216	4
217	4
218	4
219	3
220	3
221	4
222	4
223	4
224	3
225	4
226	4
227	3
228	3
229	3
230	5
231	5
232	2
233	2
234	3
235	3
236	3
237	5
238	2
239	4
240	5
241	3
242	5
243	5
244	2
245	4
246	5
247	2
248	2
249	5
250	4
251	4
252	4
253	5
254	4
255	3
256	3
257	1
258	4
259	4
260	4
261	4
262	3
263	3
264	4
265	4
266	5
267	5
268	3
269	3
270	3
271	3
272	2
273	3
274	3
275	3
276	5
277	1
278	5
279	3
280	5
281	1
282	4
283	4
284	3
285	1
286	4
287	1
288	4
289	1
290	4
291	3
292	4
293	1
294	1
295	1
296	3
297	3
298	4
299	4
300	4
301	5
302	2
303	2
304	5
305	2
306	4
307	1
308	4
309	5
310	2
311	3
312	5
313	3
314	5
315	2
316	3
317	2
318	3
319	3
320	1
321	1
322	2
323	4
324	4
325	5
326	5
327	4
328	5
329	2
330	3
331	5
332	2
333	2
334	2
335	2
336	2
337	2
338	3
339	4
340	5
341	5
342	5
343	5
344	5
345	5
346	5
347	3
348	3
349	4
350	4
351	3
352	2
353	5
354	5
355	5
356	5
357	4
358	5
359	4
360	4
361	2
362	3
363	2
364	2
365	5
366	5
367	3
368	2
369	2
370	5
371	5
372	5
373	2
374	5
375	2
376	4
377	4
378	4
379	4
380	3
381	3
382	1
383	1
384	4
385	4
386	4
387	5
388	2
389	5
390	5
391	2
392	1
393	5
394	5
395	5
396	1
397	4
398	4
399	1
400	5
401	5
402	1
403	4
404	2
405	5
406	5
407	5
408	5
409	5
410	5
411	2
412	2
413	2
414	4
415	2
416	3
417	5
418	3
419	2
420	5
421	5
422	2
423	5
424	5
425	4
426	1
427	4
428	3
429	4
430	4
431	4
432	4
433	2
434	4
435	5
436	4
437	4
438	2
439	4
440	2
441	2
442	2
443	2
444	2
445	5
446	2
447	3
448	4
449	3
450	4
451	4
452	4
453	4
454	4
455	4
456	5
457	5
458	5
459	5
460	4
461	4
462	5
463	5
464	5
465	3
466	4
467	4
468	5
469	4
470	5
471	5
472	4
473	4
474	4
475	4
476	4
477	4
478	4
479	4
480	4
481	4
482	4
483	4
484	1
485	1
486	4
487	4
488	4
489	1
490	3
491	4
492	5
493	4
494	3
495	4
496	4
497	4
498	4
499	4
500	4
501	4
502	2
503	4
504	4
505	4
506	4
507	4
508	4
509	1
510	4
511	1
512	1
513	4
514	4
515	4
516	4
517	4
518	4
519	4
520	4
521	4
522	4
523	4
524	4
525	4
526	4
527	4
